,proto_ipv6,status,url_stats,sales_phone,id,tech_email,city,policy_email,sales_email,tech_phone,media,proto_multicast,ixf_last_import,ixf_import_request,website,updated,service_level,terms,net_count,policy_phone,proto_unicast,region_continent,name,created,country,notes,status_dashboard,org_id,social_media,ixf_import_request_status,aka,fac_count,ixf_net_count,name_long,lat,lon
227,True,ok,https://ixp.rheintal-ix.net/statistics/ixp,,543,noc@rheintal-ix.net,Eschen,info@rheintal-ix.net,info@rheintal-ix.net,,Ethernet,False,2024-08-02T00:42:19Z,2022-10-03T19:56:22Z,https://www.rheintal-ix.net,2024-05-24T10:33:10Z,Best Effort (no SLA),Recurring Fees,34,,True,Europe,Rheintal IX,2011-12-06T00:00:00Z,LI,"Rheintal IX is a non-commerical, regional Internet Exchange Point currently present at six different locations in the four countries Austria, Germany, Liechtenstein and Switzerland within the Rhine Valley and Lake Constance area.",,14262,"[{'identifier': 'https://www.rheintal-ix.net', 'service': 'website'}]",finished,,6,37,Rheintal Internet Exchange,48.83996405,6.4427645
228,True,ok,http://ix.br/trafego/agregado/ba,,556,noc@ix.br,Salvador/BA,info@ix.br,,+551155093550,Ethernet,False,,,http://ix.br,2024-05-22T19:31:52Z,Not Disclosed,Not Disclosed,105,+551155093550,True,South America,IX.br (PTT.br) Salvador,2012-01-16T00:00:00Z,BR,"This is the Peering information for the IX.br (PTT.br) Route Servers.

There are two route servers per IXP for redundancy purposes in Salvador

For IX.br (PTT.br) Salvador we recommend a maximum-prefixes setting 30K for IPv4 and 20K for IPv6

The following communities are implemented:

Do not advertise the prefix for ASNxx:
* 16-bit ASN: 65000:ASNxx
* 32-bit ASN: RT: 65000: ASNxx or RO:65000:ASNxx

Announce the prefix for ASNxx only:
* 16-bit ASN: 65001:ASNxx
* 32-bit ASN: RT:65001:ASNxx or RO:65001:ASNxx

Add one prepend in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN use the communitie 64601: ASNxx
* 32-bit ASN use the communitie RT:64601:ASNxx or RO:64601:ASNxx
  
Add two prepends in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN: 64602:ASNxx
* 32-bit ASN: RT:64602:ASNxx or RO:64602:ASNxx

Add three prepends in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN: 64603:ASNxx
* 32-bit ASN: RT:64603:ASNxx or RO:64603:ASNxx

Communitie to identify the ASN that sent the prefix to the route server:
* 16-bit ASN: 26162:SOURCE_ASN
* 32-bit ASN: RT:26162:SOURCE_ASN or 
* 32-bit ASN: RO:26162:SOURCE_ASN

Communities added by the route server  to identify the location where the prefix was received:
* 16-bit ASN: 26162:65071
* 32-bit ASN: RT:26162:65071 or RO:26162:65071",https://status.ix.br/,1245,"[{'identifier': 'http://ix.br', 'service': 'website'}]",queued,,3,0,IX.br (PTT.br) Salvador,-12.87546575,-38.50142434999999
229,True,ok,http://ix.br/trafego/agregado/cxj,,558,noc@ix.br,Caxias do Sul/RS,info@ix.br,,+551155093550,Ethernet,False,,,http://ix.br,2023-08-21T14:04:14Z,Not Disclosed,Not Disclosed,14,+551155093550,True,South America,IX.br (PTT.br) Caxias do Sul,2012-01-24T00:00:00Z,BR,"This is the Peering information for the IX.br (PTT.br) Route Servers.

There are two route servers per IXP for redundancy purposes in Caxias do Sul

For IX.br (PTT.br) Caxias do Sul we recommend a maximum-prefixes setting 7K for IPv4 and 3K for IPv6

The following communities are implemented:

Do not advertise the prefix for ASNxx:
* 16-bit ASN: 65000:ASNxx
* 32-bit ASN: RT: 65000: ASNxx or RO:65000:ASNxx

Announce the prefix for ASNxx only:
* 16-bit ASN: 65001:ASNxx
* 32-bit ASN: RT:65001:ASNxx or RO:65001:ASNxx

Add one prepend in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN use the communitie 64601: ASNxx
* 32-bit ASN use the communitie RT:64601:ASNxx or RO:64601:ASNxx
  
Add two prepends in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN: 64602:ASNxx
* 32-bit ASN: RT:64602:ASNxx or RO:64602:ASNxx

Add three prepends in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN: 64603:ASNxx
* 32-bit ASN: RT:64603:ASNxx or RO:64603:ASNxx

Communitie to identify the ASN that sent the prefix to the route server:
* 16-bit ASN: 26162:SOURCE_ASN
* 32-bit ASN: RT:26162:SOURCE_ASN or 
* 32-bit ASN: RO:26162:SOURCE_ASN

Communities added by the route server  to identify the location where the prefix was received:
* 16-bit ASN: 26162:65054
* 32-bit ASN: RT:26162:65054 or RO:26162:65054",https://status.ix.br/,1245,"[{'identifier': 'http://ix.br', 'service': 'website'}]",queued,,2,0,IX.br (PTT.br) Caxias do Sul,-29.0758424,-51.0470587
230,False,ok,http://www.six.sk/statske,,559,six-ke@six.sk,Košice,six-ke@six.sk,,"+421 55 6025156, +421 55 6025000",Ethernet,False,,,http://www.six.sk,2016-11-12T12:45:18Z,Not Disclosed,Not Disclosed,3,"+421 55 6025156, +421 55 6025000",True,Europe,SIX.SK Košice,2012-01-30T00:00:00Z,SK,,,187,"[{'identifier': 'http://www.six.sk', 'service': 'website'}]",queued,,1,0,Slovak Internet Exchange Košice,48.6972755,21.239084499999997
231,True,ok,,,563,support@unitedix.net,Jacksonville,support@unitedix.net,,,Ethernet,True,,,http://jxix.org,2021-08-31T14:09:42Z,24/7 Support,Not Disclosed,13,,True,North America,JXIX,2012-01-30T00:00:00Z,US,JXIX is now being operated by UnitedIX.,,5570,"[{'identifier': 'http://jxix.org', 'service': 'website'}]",queued,,2,0,Jacksonville Internet Exchange,30.34497875,-81.68305075
232,True,ok,https://www.jpix.ad.jp/en/technical_traffic.php,,564,support@jpix.ad.jp,Osaka,sales@jpix.ad.jp,,+81352553858,Ethernet,False,,,https://www.jpix.ad.jp/en/,2023-06-30T06:07:20Z,Not Disclosed,Not Disclosed,104,,True,Asia Pacific,JPIX OSAKA,2012-02-02T00:00:00Z,JP,,,5600,"[{'identifier': 'https://www.jpix.ad.jp/en/', 'service': 'website'}]",queued,,7,0,,34.661557,135.38624545
233,True,ok,,,565,neteng@markleygroup.com,"Boston, Massachusetts",neteng@markleygroup.com,,+16174516464,Ethernet,False,,,http://www.bostonix.net/,2023-05-17T21:58:51Z,Not Disclosed,Not Disclosed,61,+16174516464,True,North America,Boston Internet Exchange,2012-02-03T00:00:00Z,US,,,373,"[{'identifier': 'http://www.bostonix.net/', 'service': 'website'}]",queued,BOSIX,2,0,Boston Internet Exchange,42.31244435,-70.99786615
234,False,ok,,,566,peering@citylink.co.nz,Palmerston North,peering@citylink.co.nz,,+6449170200,Ethernet,False,,,http://pnix.nzix.net/,2020-01-22T04:24:06Z,Not Disclosed,Not Disclosed,1,+6449170200,True,Australia,PNIX,2012-02-09T00:00:00Z,NZ,,,5641,"[{'identifier': 'http://pnix.nzix.net/', 'service': 'website'}]",queued,,0,0,Palmerston North Internet Exchange,-40.3988813,175.64396345
235,False,ok,,,573,lacnic@transversal.ht,Port-au-Prince,lacnic@transversal.ht,,,Ethernet,False,,,http://transversal.ht/,2020-08-01T06:09:13Z,Not Disclosed,Not Disclosed,4,,True,South America,HIX Haiti,2012-03-05T00:00:00Z,HT,,,5777,"[{'identifier': 'http://transversal.ht/', 'service': 'website'}]",queued,,0,0,Haiti Internet Exchange,18.48531585,-72.36435255
236,True,ok,http://ix.br/trafego/agregado/gyn,,575,noc@ix.br,Goiânia/GO,info@ix.br,,+551155093550,Ethernet,False,,,http://ix.br,2023-11-23T19:59:28Z,Not Disclosed,Not Disclosed,48,+551155093550,True,South America,IX.br (PTT.br) Goiânia,2012-03-25T00:00:00Z,BR,"This is the Peering information for the IX.br (PTT.br) Route Servers.

There are two route servers per IXP for redundancy purposes in Goiânia

For IX.br (PTT.br) Goiânia we recommend a maximum-prefixes setting 40K for IPv4 and 8K for IPv6

The following communities are implemented:

Do not advertise the prefix for ASNxx:
* 16-bit ASN: 65000:ASNxx
* 32-bit ASN: RT: 65000: ASNxx or RO:65000:ASNxx

Announce the prefix for ASNxx only:
* 16-bit ASN: 65001:ASNxx
* 32-bit ASN: RT:65001:ASNxx or RO:65001:ASNxx

Add one prepend in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN use the communitie 64601: ASNxx
* 32-bit ASN use the communitie RT:64601:ASNxx or RO:64601:ASNxx
  
Add two prepends in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN: 64602:ASNxx
* 32-bit ASN: RT:64602:ASNxx or RO:64602:ASNxx

Add three prepends in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN: 64603:ASNxx
* 32-bit ASN: RT:64603:ASNxx or RO:64603:ASNxx

Communitie to identify the ASN that sent the prefix to the route server:
* 16-bit ASN: 26162:SOURCE_ASN
* 32-bit ASN: RT:26162:SOURCE_ASN or 
* 32-bit ASN: RO:26162:SOURCE_ASN

Communities added by the route server  to identify the location where the prefix was received:
* 16-bit ASN: 26162:65062
* 32-bit ASN: RT:26162:65062 or RO:26162:65062",https://status.ix.br/,1245,"[{'identifier': 'http://ix.br', 'service': 'website'}]",queued,,2,0,IX.br (PTT.br) Goiânia,-16.643045299999997,-49.2624762
237,True,ok,https://metrics.ix.asn.au,,576,noc@ix.asn.au,Brisbane,peering@ix.asn.au,,+61892004980,Ethernet,False,2024-08-02T00:43:09Z,2024-07-11T06:05:02Z,https://internet.asn.au,2024-02-02T04:55:51Z,Normal Business Hours,Recurring Fees,67,+61892004980,True,Australia,QLD-IX,2012-03-22T00:00:00Z,AU,"Further technical details including policies, communities and connection information can be found at https://internet.asn.au/services/peering/",,9636,"[{'identifier': 'https://internet.asn.au', 'service': 'website'}]",finished,IX Australia (Brisbane QLD),3,80,Queensland Internet Exchange,-27.3411165,153.073984
238,True,ok,https://stats-hk.ams-ix.net/,,577,noc@ams-ix.net,Hong Kong,peering@ams-ix.net,,+31205141717,Ethernet,False,2024-08-02T00:44:08Z,2024-04-10T13:53:09Z,http://www.ams-ix.hk,2024-04-15T11:45:59Z,Not Disclosed,Not Disclosed,49,+31203058999,True,Asia Pacific,AMS-IX Hong Kong,2012-03-28T00:00:00Z,HK,,,2634,"[{'identifier': 'http://www.ams-ix.hk', 'service': 'website'}]",finished,,2,63,Amsterdam Internet Exchange Hong Kong,22.35252895,114.15986375
239,True,ok,http://www.msk-ix.ru/en/traffic,,580,stw-noc@ix.ru,Stavropol,stw-adm@ix.ru,,+74957370685,Ethernet,False,2024-08-02T00:44:57Z,,http://www.msk-ix.ru/en/ix/stw,2020-01-22T04:24:06Z,Not Disclosed,Not Disclosed,1,+74957379296,True,Europe,MSK-IX Stavropol,2012-05-23T00:00:00Z,RU,,,228,"[{'identifier': 'http://www.msk-ix.ru/en/ix/stw', 'service': 'website'}]",queued,,0,1,MSK-IX Stavropol (former STW-IX),45.04076755,41.96931025000001
240,True,ok,https://www.nix.no/statistics/,,582,nix-drift@usit.uio.no,Bergen,nix-drift@usit.uio.no,,,Ethernet,False,,,https://www.nix.no/,2019-01-28T21:23:18Z,Not Disclosed,Not Disclosed,4,,True,Europe,BIX Bergen,2012-05-24T00:00:00Z,NO,,,14855,"[{'identifier': 'https://www.nix.no/', 'service': 'website'}]",queued,,1,0,Bergen Internet Exchange,60.356091500000005,5.4156853
241,True,ok,http://portal.linx.net,,583,support@linx.net,Manchester,info@linx.net,,+442076453500,Ethernet,False,,,http://www.linx.net,2020-01-22T04:24:06Z,Not Disclosed,Not Disclosed,133,+442076453501,True,Europe,LINX Manchester,2012-06-02T00:00:00Z,GB,,,791,"[{'identifier': 'http://www.linx.net', 'service': 'website'}]",queued,,6,0,LINX Manchester,53.44234835,-2.23337365
242,True,ok,https://www.uae-ix.net/en/location/traffic-statistics,,587,support@uae-ix.net,Dubai,sales@uae-ix.net,,+4969173090291,Ethernet,False,,,http://www.uae-ix.net,2023-10-06T22:54:23Z,Not Disclosed,Not Disclosed,94,+4969173090292,True,Middle East,UAE-IX,2012-06-12T00:00:00Z,AE,"List of [Connected Networks](https://uae-ix.net/en/location/connected-networks)

For peering with the UAE-IX route servers, please see:

[UAE-IX Route Servers](https://www.peeringdb.com/net/6136)",,1187,"[{'identifier': 'http://www.uae-ix.net', 'service': 'website'}]",queued,DE-CIX DXB,2,0,UAE-IX powered by DE-CIX,25.2653471,55.2924914
243,True,ok,https://www.napafrica.net/peering-traffic/,,592,nap@teraco.co.za,Johannesburg,nap@teraco.co.za,,+27115732800,Ethernet,True,2024-08-02T00:45:57Z,,https://www.napafrica.net,2019-11-07T15:33:04Z,Not Disclosed,Not Disclosed,508,+27115732800,True,Africa,NAPAfrica IX Johannesburg,2012-07-19T00:00:00Z,ZA,,,14127,"[{'identifier': 'https://www.napafrica.net', 'service': 'website'}]",queued,,1,762,NAPAfrica IX Johannesburg,-26.205,28.049722
244,True,ok,http://www.napafrica.net/napafrica-traffic/,,597,nap@teraco.co.za,Cape Town,nap@teraco.co.za,,+27860837226,Ethernet,True,2024-08-02T00:47:17Z,,http://www.teraco.co.za,2018-11-07T15:09:30Z,Not Disclosed,Not Disclosed,259,+27860837226,True,Africa,NAPAfrica IX Cape Town,2012-07-27T00:00:00Z,ZA,,,14127,"[{'identifier': 'http://www.teraco.co.za', 'service': 'website'}]",queued,,1,359,NAPAfrica IX Cape Town,-33.928991999999994,18.417396
245,True,ok,http://mrtg.nixi.in/mrtg-hyderabad.html,,598,info@nixi.in,Hyderabad,,,+911148202000,Ethernet,False,,,https://nixi.in/en/running-noc/hyderabad,2020-01-24T09:12:04Z,Not Disclosed,Not Disclosed,19,,True,Asia Pacific,NIXI Hyderabad,2012-07-27T00:00:00Z,IN,,,10649,"[{'identifier': 'https://nixi.in/en/running-noc/hyderabad', 'service': 'website'}]",queued,,2,0,National Internet eXchange of India,17.426234899999997,78.43054895
246,True,ok,,,602,operation@echigo-ix.jp,Niigata,operation@echigo-ix.jp,,+81252440144,Ethernet,False,,,http://www.echigo-ix.jp/,2020-01-22T04:24:06Z,Not Disclosed,Not Disclosed,2,+81252440144,True,Asia Pacific,Echigo-IX,2012-07-30T00:00:00Z,JP,,,6629,"[{'identifier': 'http://www.echigo-ix.jp/', 'service': 'website'}]",queued,,0,0,Echigo Internet Exchange,37.81691865,138.71576090000002
247,True,ok,http://ix.br/trafego/agregado/cpv,,603,noc@ix.br,Campina Grande/PB,info@ix.br,,+551155093550,Ethernet,False,,,http://ix.br,2023-08-21T13:55:19Z,Not Disclosed,Not Disclosed,39,+551155093550,True,South America,IX.br (PTT.br) Campina Grande,2012-07-30T00:00:00Z,BR,"This is the Peering information for the IX.br (PTT.br) Route Servers.

There are two route servers per IXP for redundancy purposes in Campina Grande

For IX.br (PTT.br) Campina Grande we recommend a maximum-prefixes setting 11K for IPv4 and 5K for IPv6

The following communities are implemented:

Do not advertise the prefix for ASNxx:
* 16-bit ASN: 65000:ASNxx
* 32-bit ASN: RT: 65000: ASNxx or RO:65000:ASNxx

Announce the prefix for ASNxx only:
* 16-bit ASN: 65001:ASNxx
* 32-bit ASN: RT:65001:ASNxx or RO:65001:ASNxx

Add one prepend in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN use the communitie 64601: ASNxx
* 32-bit ASN use the communitie RT:64601:ASNxx or RO:64601:ASNxx
  
Add two prepends in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN: 64602:ASNxx
* 32-bit ASN: RT:64602:ASNxx or RO:64602:ASNxx

Add three prepends in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN: 64603:ASNxx
* 32-bit ASN: RT:64603:ASNxx or RO:64603:ASNxx

Communitie to identify the ASN that sent the prefix to the route server:
* 16-bit ASN: 26162:SOURCE_ASN
* 32-bit ASN: RT:26162:SOURCE_ASN or 
* 32-bit ASN: RO:26162:SOURCE_ASN

Communities added by the route server  to identify the location where the prefix was received:
* 16-bit ASN: 26162:65083
* 32-bit ASN: RT:26162:65083 or RO:26162:65083",https://status.ix.br/,1245,"[{'identifier': 'http://ix.br', 'service': 'website'}]",queued,,1,0,IX.br (PTT.br) Campina Grande,-7.2706751999999994,-35.914016950000004
248,True,ok,,,606,c2ix@nexdatacenter.com,Jakarta,c2ix@nexdatacenter.com,,,Ethernet,False,,,https://www.nexdatacenter.com/,2021-09-02T13:52:18Z,Not Disclosed,Not Disclosed,27,,True,Asia Pacific,C2IX,2012-09-24T00:00:00Z,ID,,,14190,"[{'identifier': 'https://www.nexdatacenter.com/', 'service': 'website'}]",queued,,2,0,Cyber 2 Internet Exchange,-5.6869105,106.6443241
249,False,ok,,,607,iderbat@mtcone.net,Ulaanbaatar,oyunbold@datacenter.gov.mn,iderbat.b@gmail.com,,Ethernet,False,,,https://datacenter.gov.mn,2023-06-03T06:46:23Z,Not Disclosed,Not Disclosed,7,+97699775440,True,Asia Pacific,MIX MNDC,2012-08-26T00:00:00Z,MN,,,6749,"[{'identifier': 'https://datacenter.gov.mn', 'service': 'website'}]",queued,,0,0,Mongolian Internet Exchange & Mongolian National Data Center,47.940953449999995,106.87730930000001
250,True,ok,https://portal.inx.net.za,,610,noc@inx.net.za,Durban,info@inx.net.za,,+27105001200,Ethernet,False,2024-08-02T00:48:19Z,2022-06-12T10:52:55Z,https://www.inx.net.za/,2022-06-12T10:51:09Z,24/7 Support,Not Disclosed,100,+27105001200,True,Africa,DINX,2012-09-24T00:00:00Z,ZA,,,288,"[{'identifier': 'https://www.inx.net.za/', 'service': 'website'}]",finished,DINX,2,115,Durban Internet Exchange,-29.861825,31.009909
251,False,ok,https://portal.lskix.net.zm/statistics/ixp,,615,info@lusakaixp.co.zm,Lusaka,info@lusakaixp.co.zm,,+260950008003,Ethernet,False,,,http://lusakaixp.co.zm,2024-07-26T09:17:39Z,Not Disclosed,Not Disclosed,3,,True,Africa,LuIXP,2012-10-06T00:00:00Z,ZM,,,34869,"[{'identifier': 'http://lusakaixp.co.zm', 'service': 'website'}]",queued,,0,0,Lusaka Internet Exchange Point,-15.4163395,28.2818414
252,True,ok,,,624,peering@tp-ix.net,Duluth,peering@tp-ix.net,,,Ethernet,True,,,http://tp-ix.net,2019-06-14T22:56:04Z,Not Disclosed,Not Disclosed,2,,True,North America,TP-IX,2012-11-05T00:00:00Z,US,,,5380,"[{'identifier': 'http://tp-ix.net', 'service': 'website'}]",queued,,1,0,Twin Ports Internet Exchange,46.764864700000004,-92.1107077
253,True,ok,https://ji.iix.net.id/sumber-daya/iix-ji-network-stats,,626,admin@ji.iix.net.id,Surabaya,,,,Ethernet,False,,,https://ji.iix.net.id,2023-04-26T05:47:20Z,Not Disclosed,Not Disclosed,47,,True,Asia Pacific,IIX-JawaTimur,2012-11-12T00:00:00Z,ID,Looking Glass: https://lg.ji.iix.net.id,,15198,"[{'identifier': 'https://ji.iix.net.id', 'service': 'website'}]",queued,IIX-JI APJII,1,0,IIX Jawa Timur,-7.26783565,112.71912265
254,True,ok,http://www.ispa-drc.cd,,628,support@ispa-drc.cd,Kinshasa,info@ispa-drc.cd,,+243815406303,Ethernet,False,,,http://www.ispa-drc.cd,2020-01-22T04:24:06Z,Not Disclosed,Not Disclosed,20,+243815406303,True,Africa,KINIX,2012-11-20T00:00:00Z,CD,,,14612,"[{'identifier': 'http://www.ispa-drc.cd', 'service': 'website'}]",queued,,0,0,KINshasa Internet eXchange,-4.4800737,15.83059275
255,True,ok,http://sea-ix.ru/stat,,633,noc@sea-ix.ru,Krasnodar,adm@sea-ix.ru,,+79282818385,Ethernet,False,,,http://sea-ix.ru/,2024-06-06T06:50:06Z,Not Disclosed,Not Disclosed,17,+79282818385,True,Europe,Sea-IX,2012-12-06T00:00:00Z,RU,,,15378,"[{'identifier': 'http://sea-ix.ru/', 'service': 'website'}]",queued,,1,0,South Russia IX,45.06098195,38.97870615
256,False,ok,,,635,noc@omsk-ix.ru,Omsk,info@omsk-ix.ru,,+73812660007,Ethernet,False,,,http://omsk-ix.ru/,2020-01-22T04:24:06Z,Not Disclosed,Not Disclosed,3,+73812660022,True,Europe,OMSK-IX,2012-12-11T00:00:00Z,RU,,,7169,"[{'identifier': 'http://omsk-ix.ru/', 'service': 'website'}]",queued,,0,0,Omsk Internet Exchange,55.125303,73.36310485
257,True,ok,http://ix.br/trafego/agregado/sjc,,638,noc@ix.br,Sao José dos Campos/SP,info@ix.br,,+551155093550,Ethernet,False,,,http://ix.br,2023-08-21T14:16:50Z,Not Disclosed,Not Disclosed,9,+551155093550,True,South America,IX.br (PTT.br) São José dos Campos,2012-12-17T00:00:00Z,BR,"This is the Peering information for the IX.br (PTT.br) Route Servers.

There are two route servers per IXP for redundancy purposes in São José dos Campos

For IX.br (PTT.br) São José dos Campos we recommend a maximum-prefixes setting 1K for IPv4 and 1K for IPv6

The following communities are implemented:

Do not advertise the prefix for ASNxx:
* 16-bit ASN: 65000:ASNxx
* 32-bit ASN: RT: 65000: ASNxx or RO:65000:ASNxx

Announce the prefix for ASNxx only:
* 16-bit ASN: 65001:ASNxx
* 32-bit ASN: RT:65001:ASNxx or RO:65001:ASNxx

Add one prepend in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN use the communitie 64601: ASNxx
* 32-bit ASN use the communitie RT:64601:ASNxx or RO:64601:ASNxx
  
Add two prepends in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN: 64602:ASNxx
* 32-bit ASN: RT:64602:ASNxx or RO:64602:ASNxx

Add three prepends in the AS-Path of the prefixes sent to the ASNxx
* 16-bit ASN: 64603:ASNxx
* 32-bit ASN: RT:64603:ASNxx or RO:64603:ASNxx

Communitie to identify the ASN that sent the prefix to the route server:
* 16-bit ASN: 26162:SOURCE_ASN
* 32-bit ASN: RT:26162:SOURCE_ASN or 
* 32-bit ASN: RO:26162:SOURCE_ASN

Communities added by the route server  to identify the location where the prefix was received:
* 16-bit ASN: 26162:65012
* 32-bit ASN: RT:26162:65012 or RO:26162:65012",https://status.ix.br/,1245,"[{'identifier': 'http://ix.br', 'service': 'website'}]",queued,,2,0,IX.br (PTT.br) Sao José dos Campos,-23.06135675,-45.91676015
258,True,ok,http://yycix.ca/graphs.html,,639,noc@yycix.ca,Calgary,peering@yycix.ca,,,Ethernet,False,,,http://yycix.ca,2024-07-26T14:21:02Z,Best Effort (no SLA),Non-recurring Fees Only,79,,True,North America,YYCIX,2013-01-02T00:00:00Z,CA,"Secure route filtering using IRR and RPKI ROA/ASPA, with rich BGP community control.

400G mesh between 7 locations, and additional 100G paths. Big CDN - Please talk to us before choosing a datacenter in Calgary, so we can remain overbuilt.

- 400G: CAD $10,000 NRC, no MRC
- 40/100G: CAD $2500 NRC, no MRC
- 1/10G/25G: CAD $500 NRC or give us an optic, no MRC

Fees include normal optic on YYCIX side, weird optics you supply.

Will happily issue additional invoices (with line item of your choice) to support the IXP growth.",,8375,"[{'identifier': 'http://yycix.ca', 'service': 'website'}]",queued,Awesome IX halfway between TORIX and SIX,7,0,YYCIX Calgary Internet Exchange,51.02751365,-114.08788025000001
259,True,ok,,,640,noc@gciix.net,Chicago,peering@gciix.net,,+18558585497,Ethernet,False,,,http://www.gciix.net,2020-01-22T04:24:06Z,Not Disclosed,Not Disclosed,1,+18558585497,True,North America,GCIIX,2012-12-22T00:00:00Z,US,,,7202,"[{'identifier': 'http://www.gciix.net', 'service': 'website'}]",queued,,1,0,Greater Chicago International Internet Exchange,41.8337853,-87.73208439999999
260,True,ok,http://giganet.ua/en/statistics,+380442013130,655,noc@giganet.ua,Kyiv,info@giganet.ua,info@giganet.ua,+380442013136,Ethernet,True,,,http://giganet.ua/en,2023-06-15T16:24:03Z,24/7 Support,Not Disclosed,225,+380442013130,True,Europe,Giganet IXN,2013-02-24T00:00:00Z,UA,,,7437,"[{'identifier': 'http://giganet.ua/en', 'service': 'website'}]",queued,UKRAINIAN BACKBONE NETWORKS,17,0,Giganet Internet exchange network,50.402028200000004,30.5312523
261,True,ok,,,662,peering@phoenix-ix.net,Phoenix,peering@phoenix-ix.net,,+16026886414,Ethernet,False,2022-05-26T00:09:07Z,,http://www.phoenix-ix.net,2023-04-04T17:12:26Z,Best Effort (no SLA),Recurring Fees,63,+16026886414,True,North America,Ninja-IX Phoenix,2013-03-12T00:00:00Z,US,"SLA is available
OPEN-IX certified since March 2021
We operate switches at 9 sites / campuses plus offer remote connections via layer 2 providers.",,7483,"[{'identifier': 'http://www.phoenix-ix.net', 'service': 'website'}]",queued,,18,69,Ninja-IX Phoenix,33.60437665,-112.12477965
262,True,ok,,,672,peering@cyrusone.com,Dallas,peering@cyrusone.com,,+1-786-493-4764 (Bill Williams Cell),Ethernet,False,,,http://www.cyrusone.com,2019-06-10T13:10:47Z,Not Disclosed,Not Disclosed,3,+1-786-493-4764 (Bill Williams Cell),True,North America,CyrusOne IX Dallas,2013-04-09T00:00:00Z,US,,,7625,"[{'identifier': 'http://www.cyrusone.com', 'service': 'website'}]",queued,,0,0,CyrusOne Internet Exchange,32.818576300000004,-96.73205684999999
263,True,ok,,,673,networking@databank.com,Houston,networking@databank.com,,,Ethernet,False,,,http://www.databank.com,2022-06-22T18:33:13Z,Not Disclosed,Not Disclosed,16,,True,North America,Databank IX Houston,2013-04-09T00:00:00Z,US,,,2680,"[{'identifier': 'http://www.databank.com', 'service': 'website'}]",queued,,2,0,Databank Internet Exchange,29.82371055,-95.4608972
264,True,ok,,,674,peering@cyrusone.com,Austin,peering@cyrusone.com,,786-493-4764 (Bill Williams Cell),Ethernet,False,,,http://www.cyrusone.com,2019-06-10T13:09:45Z,Not Disclosed,Not Disclosed,1,786-493-4764 (Bill Williams Cell),True,North America,CyrusOne IX Austin,2013-04-09T00:00:00Z,US,,,7625,"[{'identifier': 'http://www.cyrusone.com', 'service': 'website'}]",queued,,1,0,CyrusOne Internet Exchange,30.3075694,-97.74864755
265,True,ok,,,675,peering@cyrusone.com,San Antonio,peering@cyrusone.com,,+1-786-493-4764 (Bill Williams Cell),Ethernet,False,,,http://www.cyrusone.com,2019-06-10T18:38:14Z,Not Disclosed,Not Disclosed,0,+1-786-493-4764 (Bill Williams Cell),True,North America,CyrusOne IX San Antonio,2013-04-09T00:00:00Z,US,,,7625,"[{'identifier': 'http://www.cyrusone.com', 'service': 'website'}]",queued,,0,0,CyrusOne Internet Exchange,29.45860975,-98.5180947
266,True,ok,http://www.megaport.com/services/ix-statistics/,,676,support@megaport.com,Frankfurt,ix@megaport.com,ix@megaport.com,+4932211121713,Ethernet,False,2024-08-02T00:49:46Z,,https://www.megaport.com/services/internet-exchange/,2024-02-05T15:08:33Z,24/7 Support,Not Disclosed,105,+61730885996,True,Europe,MegaIX Frankfurt,2013-04-09T00:00:00Z,DE,,,13167,"[{'identifier': 'https://www.megaport.com/services/internet-exchange/', 'service': 'website'}]",queued,ECIX-FRA,13,129,Megaport MegaIX Frankfurt,50.12124765,8.6365827
267,True,ok,http://yar-ix.net/network/stat/,,683,noc@zavolga.net,Yaroslavl,noc@zavolga.net,,+74852333402,Ethernet,False,,,http://yar-ix.net,2020-01-22T04:24:06Z,Not Disclosed,Not Disclosed,0,+74852333402,True,Europe,YAR-IX,2013-05-02T00:00:00Z,RU,,,7692,"[{'identifier': 'http://yar-ix.net', 'service': 'website'}]",queued,,1,0,Yaroslavl Internet Exchange,57.65049515,39.86624605
